Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Home,Chrome 132.0.6834.160,,,11-02-2025 09:20:54,11-02-2025 09:21:29,34.786s,FAILED
,,,,,,,
Test Cases/Home/홈화면 확인/숏컷 객체 강조,Chrome 132.0.6834.160,,,11-02-2025 09:20:54,11-02-2025 09:21:12,17.225s,PASSED
"openBrowser("""")",Chrome 132.0.6834.160,,,11-02-2025 09:20:55,11-02-2025 09:20:57,2.017s,PASSED
"navigateToUrl(""https:/qa.tapas.io/"")",Chrome 132.0.6834.160,,,11-02-2025 09:20:57,11-02-2025 09:20:58,1.424s,PASSED
"searchBox = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/input_More_q"")",Chrome 132.0.6834.160,,,11-02-2025 09:20:58,11-02-2025 09:20:58,0.052s,PASSED
HighlightElement.run(searchBox),Chrome 132.0.6834.160,,,11-02-2025 09:20:58,11-02-2025 09:21:02,3.958s,PASSED
"verifyElementPresent(searchBox, 1)",Chrome 132.0.6834.160,,,11-02-2025 09:21:02,11-02-2025 09:21:02,0.241s,PASSED
"logoImage = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/img_More_absolute right-2 top-24 -translate-y-24"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:02,11-02-2025 09:21:02,0.010s,PASSED
HighlightElement.run(logoImage),Chrome 132.0.6834.160,,,11-02-2025 09:21:02,11-02-2025 09:21:06,3.403s,PASSED
"verifyElementPresent(logoImage, 1)",Chrome 132.0.6834.160,,,11-02-2025 09:21:06,11-02-2025 09:21:06,0.238s,PASSED
"loginButton = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/button_Login"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:06,11-02-2025 09:21:06,0.006s,PASSED
HighlightElement.run(loginButton),Chrome 132.0.6834.160,,,11-02-2025 09:21:06,11-02-2025 09:21:08,2.320s,PASSED
"verifyElementPresent(loginButton, 1)",Chrome 132.0.6834.160,,,11-02-2025 09:21:08,11-02-2025 09:21:09,0.866s,PASSED
"publishButton = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/button_Publish"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:09,11-02-2025 09:21:09,0.005s,PASSED
HighlightElement.run(publishButton),Chrome 132.0.6834.160,,,11-02-2025 09:21:09,11-02-2025 09:21:11,2.304s,PASSED
"verifyElementPresent(publishButton, 1)",Chrome 132.0.6834.160,,,11-02-2025 09:21:11,11-02-2025 09:21:12,0.230s,PASSED
"comment(""✅ Test 1 완료. 브라우저 유지 상태에서 Test 2 실행"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:12,11-02-2025 09:21:12,0.010s,PASSED
,,,,,,,
Test Cases/Home/홈화면 확인/숏컷 확인 - 로그인 - 강조 확인,Chrome 132.0.6834.160,,,11-02-2025 09:21:12,11-02-2025 09:21:29,17.413s,PASSED
"url = ""https://qa.tapas.io/account/signin?from=/""",Chrome 132.0.6834.160,,,11-02-2025 09:21:12,11-02-2025 09:21:12,0.001s,PASSED
"email = ""dkttapas00@gmail.com""",Chrome 132.0.6834.160,,,11-02-2025 09:21:12,11-02-2025 09:21:12,0.000s,PASSED
"password = ""winehouse""",Chrome 132.0.6834.160,,,11-02-2025 09:21:12,11-02-2025 09:21:12,0.001s,PASSED
"cookieFilePath = ""cookies.save""",Chrome 132.0.6834.160,,,11-02-2025 09:21:12,11-02-2025 09:21:12,0.000s,PASSED
"comment(""🚀 Test 2 시작! 기존 브라우저 사용"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:12,11-02-2025 09:21:12,0.002s,PASSED
cookieFile = new java.io.File(cookieFilePath),Chrome 132.0.6834.160,,,11-02-2025 09:21:12,11-02-2025 09:21:12,0.000s,PASSED
if (cookieFile.exists()),Chrome 132.0.6834.160,,,11-02-2025 09:21:12,11-02-2025 09:21:13,1.224s,PASSED
"searchBox = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/input_More_q"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:13,11-02-2025 09:21:13,0.004s,PASSED
HighlightElement.run(searchBox),Chrome 132.0.6834.160,,,11-02-2025 09:21:13,11-02-2025 09:21:16,2.917s,PASSED
"verifyElementPresent(searchBox, 0)",Chrome 132.0.6834.160,,,11-02-2025 09:21:16,11-02-2025 09:21:16,0.245s,PASSED
"logoImage = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/img_More_absolute right-2 top-24 -translate-y-24"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:16,11-02-2025 09:21:16,0.007s,PASSED
HighlightElement.run(logoImage),Chrome 132.0.6834.160,,,11-02-2025 09:21:16,11-02-2025 09:21:19,2.287s,PASSED
"verifyElementPresent(logoImage, 0)",Chrome 132.0.6834.160,,,11-02-2025 09:21:19,11-02-2025 09:21:19,0.240s,PASSED
"libraryimage = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/library"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:19,11-02-2025 09:21:19,0.005s,PASSED
HighlightElement.run(libraryimage),Chrome 132.0.6834.160,,,11-02-2025 09:21:19,11-02-2025 09:21:21,2.293s,PASSED
"verifyElementPresent(libraryimage, 0)",Chrome 132.0.6834.160,,,11-02-2025 09:21:21,11-02-2025 09:21:21,0.239s,PASSED
"inboximage = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/inbox"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:21,11-02-2025 09:21:21,0.004s,PASSED
HighlightElement.run(inboximage),Chrome 132.0.6834.160,,,11-02-2025 09:21:21,11-02-2025 09:21:24,2.282s,PASSED
"verifyElementPresent(inboximage, 0)",Chrome 132.0.6834.160,,,11-02-2025 09:21:24,11-02-2025 09:21:24,0.233s,PASSED
"profileImage = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/div_More_absolute left-0 top-0 size-full rounded-100 border-1 border-888"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:24,11-02-2025 09:21:24,0.004s,PASSED
HighlightElement.run(profileImage),Chrome 132.0.6834.160,,,11-02-2025 09:21:24,11-02-2025 09:21:26,2.294s,PASSED
"verifyElementPresent(profileImage, 0)",Chrome 132.0.6834.160,,,11-02-2025 09:21:26,11-02-2025 09:21:26,0.252s,PASSED
"publishButton = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/button_Publish"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:26,11-02-2025 09:21:26,0.009s,PASSED
HighlightElement.run(publishButton),Chrome 132.0.6834.160,,,11-02-2025 09:21:26,11-02-2025 09:21:29,2.281s,PASSED
"verifyElementPresent(publishButton, 0)",Chrome 132.0.6834.160,,,11-02-2025 09:21:29,11-02-2025 09:21:29,0.243s,PASSED
closeBrowser(),Chrome 132.0.6834.160,,,11-02-2025 09:21:29,11-02-2025 09:21:29,0.151s,PASSED
,,,,,,,
Test Cases/Home/검색 동작/검색 결과 없음 확인,Chrome 132.0.6834.160,,,11-02-2025 09:21:29,11-02-2025 09:21:29,0.030s,FAILED
"navigateToUrl(""https://qa.tapas.io/"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:29,11-02-2025 09:21:29,0.010s,FAILED
,,,,,,,
Test Cases/Home/검색 동작/검색 리스트 확인,Chrome 132.0.6834.160,,,11-02-2025 09:21:29,11-02-2025 09:21:29,0.022s,FAILED
"navigateToUrl(""https://qa.tapas.io/"")",Chrome 132.0.6834.160,,,11-02-2025 09:21:29,11-02-2025 09:21:29,0.004s,FAILED
