Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Home,Chrome 132.0.6834.160,,,11-02-2025 10:21:03,11-02-2025 10:22:29,1m - 25.559s,FAILED
,,,,,,,
Test Cases/Home/홈화면 확인/숏컷 객체 강조,Chrome 132.0.6834.160,,,11-02-2025 10:21:03,11-02-2025 10:21:20,16.332s,PASSED
"openBrowser("""")",Chrome 132.0.6834.160,,,11-02-2025 10:21:03,11-02-2025 10:21:06,2.127s,PASSED
"navigateToUrl(""https:/qa.tapas.io/"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:06,11-02-2025 10:21:07,1.642s,PASSED
"searchBox = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/input_More_q"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:07,11-02-2025 10:21:07,0.122s,PASSED
HighlightElement.run(searchBox),Chrome 132.0.6834.160,,,11-02-2025 10:21:07,11-02-2025 10:21:11,3.713s,PASSED
"verifyElementPresent(searchBox, 1)",Chrome 132.0.6834.160,,,11-02-2025 10:21:11,11-02-2025 10:21:11,0.266s,PASSED
"logoImage = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/img_More_absolute right-2 top-24 -translate-y-24"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:11,11-02-2025 10:21:11,0.006s,PASSED
HighlightElement.run(logoImage),Chrome 132.0.6834.160,,,11-02-2025 10:21:11,11-02-2025 10:21:14,2.981s,PASSED
"verifyElementPresent(logoImage, 1)",Chrome 132.0.6834.160,,,11-02-2025 10:21:14,11-02-2025 10:21:15,0.240s,PASSED
"loginButton = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/button_Login"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:15,11-02-2025 10:21:15,0.007s,PASSED
HighlightElement.run(loginButton),Chrome 132.0.6834.160,,,11-02-2025 10:21:15,11-02-2025 10:21:17,2.295s,PASSED
"verifyElementPresent(loginButton, 1)",Chrome 132.0.6834.160,,,11-02-2025 10:21:17,11-02-2025 10:21:17,0.280s,PASSED
"publishButton = findTestObject(""Home/숏컷 미로그인/Page_Home  Spotlight/button_Publish"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:17,11-02-2025 10:21:17,0.003s,PASSED
HighlightElement.run(publishButton),Chrome 132.0.6834.160,,,11-02-2025 10:21:17,11-02-2025 10:21:19,2.270s,PASSED
"verifyElementPresent(publishButton, 1)",Chrome 132.0.6834.160,,,11-02-2025 10:21:19,11-02-2025 10:21:20,0.235s,PASSED
"comment(""✅ Test 1 완료. 브라우저 유지 상태에서 Test 2 실행"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:20,11-02-2025 10:21:20,0.008s,PASSED
,,,,,,,
Test Cases/Home/홈화면 확인/숏컷 확인 - 로그인 - 강조 확인,Chrome 132.0.6834.160,,,11-02-2025 10:21:20,11-02-2025 10:21:37,17.351s,PASSED
"url = ""https://qa.tapas.io/account/signin?from=/""",Chrome 132.0.6834.160,,,11-02-2025 10:21:20,11-02-2025 10:21:20,0.001s,PASSED
"email = ""dkttapas00@gmail.com""",Chrome 132.0.6834.160,,,11-02-2025 10:21:20,11-02-2025 10:21:20,0.000s,PASSED
"password = ""winehouse""",Chrome 132.0.6834.160,,,11-02-2025 10:21:20,11-02-2025 10:21:20,0.000s,PASSED
"cookieFilePath = ""cookies.save""",Chrome 132.0.6834.160,,,11-02-2025 10:21:20,11-02-2025 10:21:20,0.000s,PASSED
"comment(""🚀 Test 2 시작! 기존 브라우저 사용"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:20,11-02-2025 10:21:20,0.001s,PASSED
cookieFile = new java.io.File(cookieFilePath),Chrome 132.0.6834.160,,,11-02-2025 10:21:20,11-02-2025 10:21:20,0.001s,PASSED
if (cookieFile.exists()),Chrome 132.0.6834.160,,,11-02-2025 10:21:20,11-02-2025 10:21:21,1.414s,PASSED
"searchBox = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/input_More_q"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:21,11-02-2025 10:21:21,0.006s,PASSED
HighlightElement.run(searchBox),Chrome 132.0.6834.160,,,11-02-2025 10:21:21,11-02-2025 10:21:24,2.866s,PASSED
"verifyElementPresent(searchBox, 0)",Chrome 132.0.6834.160,,,11-02-2025 10:21:24,11-02-2025 10:21:24,0.232s,PASSED
"logoImage = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/img_More_absolute right-2 top-24 -translate-y-24"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:24,11-02-2025 10:21:24,0.004s,PASSED
HighlightElement.run(logoImage),Chrome 132.0.6834.160,,,11-02-2025 10:21:24,11-02-2025 10:21:27,2.273s,PASSED
"verifyElementPresent(logoImage, 0)",Chrome 132.0.6834.160,,,11-02-2025 10:21:27,11-02-2025 10:21:27,0.234s,PASSED
"libraryimage = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/library"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:27,11-02-2025 10:21:27,0.003s,PASSED
HighlightElement.run(libraryimage),Chrome 132.0.6834.160,,,11-02-2025 10:21:27,11-02-2025 10:21:29,2.266s,PASSED
"verifyElementPresent(libraryimage, 0)",Chrome 132.0.6834.160,,,11-02-2025 10:21:29,11-02-2025 10:21:29,0.252s,PASSED
"inboximage = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/inbox"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:29,11-02-2025 10:21:29,0.005s,PASSED
HighlightElement.run(inboximage),Chrome 132.0.6834.160,,,11-02-2025 10:21:29,11-02-2025 10:21:32,2.276s,PASSED
"verifyElementPresent(inboximage, 0)",Chrome 132.0.6834.160,,,11-02-2025 10:21:32,11-02-2025 10:21:32,0.245s,PASSED
"profileImage = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/div_More_absolute left-0 top-0 size-full rounded-100 border-1 border-888"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:32,11-02-2025 10:21:32,0.004s,PASSED
HighlightElement.run(profileImage),Chrome 132.0.6834.160,,,11-02-2025 10:21:32,11-02-2025 10:21:34,2.284s,PASSED
"verifyElementPresent(profileImage, 0)",Chrome 132.0.6834.160,,,11-02-2025 10:21:34,11-02-2025 10:21:34,0.244s,PASSED
"publishButton = findTestObject(""Home/숏컷 로그인 신규/Page_Home  Spotlight/button_Publish"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:34,11-02-2025 10:21:34,0.010s,PASSED
HighlightElement.run(publishButton),Chrome 132.0.6834.160,,,11-02-2025 10:21:34,11-02-2025 10:21:37,2.296s,PASSED
"verifyElementPresent(publishButton, 0)",Chrome 132.0.6834.160,,,11-02-2025 10:21:37,11-02-2025 10:21:37,0.243s,PASSED
"comment(""✅ 로그인 확인 완료 - 검색 실행"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:37,11-02-2025 10:21:37,0.002s,PASSED
,,,,,,,
Test Cases/Home/검색 동작/검색 결과 없음 확인,Chrome 132.0.6834.160,,,11-02-2025 10:21:37,11-02-2025 10:21:42,4.486s,PASSED
"comment(""✅ 검색 실행"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:37,11-02-2025 10:21:37,0.001s,PASSED
"navigateToUrl(""https://qa.tapas.io/"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:37,11-02-2025 10:21:38,0.920s,PASSED
"setText(findTestObject(""Object Repository/Home/검색 결과 없음/Page_Home  Spotlight/input_More_q""), ""비비비비비비비비비비"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:38,11-02-2025 10:21:39,1.074s,PASSED
"click(findTestObject(""Object Repository/Home/검색 결과 없음/Page_Home  Spotlight/img_More_absolute right-2 top-24 -translate-y-24""))",Chrome 132.0.6834.160,,,11-02-2025 10:21:39,11-02-2025 10:21:41,2.012s,PASSED
"verifyElementPresent(findTestObject(""Home/검색 결과 없음 문구 확인/Page_Search  Tapas/p_No results for""), 0)",Chrome 132.0.6834.160,,,11-02-2025 10:21:41,11-02-2025 10:21:42,0.431s,PASSED
"comment(""✅ 검색 완료"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:42,11-02-2025 10:21:42,0.001s,PASSED
,,,,,,,
Test Cases/Home/검색 동작/검색 리스트 확인,Chrome 132.0.6834.160,,,11-02-2025 10:21:42,11-02-2025 10:21:45,3.931s,PASSED
"comment(""✅ 로그인/검색 실행"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:42,11-02-2025 10:21:42,0.006s,PASSED
"navigateToUrl(""https://qa.tapas.io/"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:42,11-02-2025 10:21:43,0.993s,PASSED
"setText(findTestObject(""Object Repository/Home/검색 리스트 확인/Page_Home  Spotlight/input_More_q""), ""the"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:43,11-02-2025 10:21:44,1.063s,PASSED
"click(findTestObject(""Object Repository/Home/검색 리스트 확인/Page_Home  Spotlight/img_More_absolute right-2 top-24 -translate-y-24""))",Chrome 132.0.6834.160,,,11-02-2025 10:21:44,11-02-2025 10:21:45,0.907s,PASSED
"setText(findTestObject(""Object Repository/Home/검색 리스트 확인/Page_Search  Tapas/input_search results_q""), ""`the"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:45,11-02-2025 10:21:45,0.921s,PASSED
"comment(""✅ 완료"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:45,11-02-2025 10:21:45,0.001s,PASSED
,,,,,,,
Test Cases/Home/홈화면 확인/프로모션 배너 확인 _ 강조,Chrome 132.0.6834.160,,,11-02-2025 10:21:45,11-02-2025 10:21:55,9.742s,PASSED
"comment(""✅ 프로모션 배너 실행"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:45,11-02-2025 10:21:45,0.002s,PASSED
"navigateToUrl(""https://qa.tapas.io/"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:45,11-02-2025 10:21:46,0.907s,PASSED
"promotion = findTestObject(""Home/프로모션 배너/Page_Home  Spotlight/div_adonis"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:46,11-02-2025 10:21:46,0.008s,PASSED
HighlightElement.run(promotion),Chrome 132.0.6834.160,,,11-02-2025 10:21:46,11-02-2025 10:21:49,2.845s,PASSED
"verifyElementPresent(promotion, 0)",Chrome 132.0.6834.160,,,11-02-2025 10:21:49,11-02-2025 10:21:50,0.245s,PASSED
"click(findTestObject(""Home/프로모션 배너/Page_Home  Spotlight/div_adonis""))",Chrome 132.0.6834.160,,,11-02-2025 10:21:50,11-02-2025 10:21:51,1.073s,PASSED
"contents = findTestObject(""Home/프로모션 배너 _ 랜딩 확인/Page_Read Adonis  Leftover Memories  Tapas Comics/p_Leftover Memories"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:51,11-02-2025 10:21:51,0.002s,PASSED
HighlightElement.run(contents),Chrome 132.0.6834.160,,,11-02-2025 10:21:51,11-02-2025 10:21:54,3.289s,PASSED
"verifyElementPresent(contents, 0)",Chrome 132.0.6834.160,,,11-02-2025 10:21:54,11-02-2025 10:21:54,0.239s,PASSED
"comment(""✅ 프로모션 배너 완료"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:54,11-02-2025 10:21:54,0.002s,PASSED
back(),Chrome 132.0.6834.160,,,11-02-2025 10:21:54,11-02-2025 10:21:55,1.100s,PASSED
,,,,,,,
Test Cases/Home/홈화면 확인/빅배너 확인_랜딩 후 복귀,Chrome 132.0.6834.160,,,11-02-2025 10:21:55,11-02-2025 10:22:21,26.074s,FAILED
"comment(""✅ 배너 실행"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:55,11-02-2025 10:21:55,0.004s,PASSED
delay(1),Chrome 132.0.6834.160,,,11-02-2025 10:21:55,11-02-2025 10:21:56,1.007s,PASSED
"next = findTestObject(""Home/빅배너 이동 클릭 동작 확인/Page_Home  Spotlight/img_EVENT_ml-2 cursor-pointer"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:56,11-02-2025 10:21:56,0.004s,PASSED
HighlightElement.run(next),Chrome 132.0.6834.160,,,11-02-2025 10:21:56,11-02-2025 10:21:59,2.281s,PASSED
"verifyElementPresent(next, 0)",Chrome 132.0.6834.160,,,11-02-2025 10:21:59,11-02-2025 10:21:59,0.245s,PASSED
"click(findTestObject(""Object Repository/Home/빅배너 이동 클릭 동작 확인/Page_Home  Spotlight/img_EVENT_ml-2 cursor-pointer""))",Chrome 132.0.6834.160,,,11-02-2025 10:21:59,11-02-2025 10:21:59,0.275s,PASSED
"prev = findTestObject(""Home/빅배너 이동 클릭 동작 확인/Page_Home  Spotlight/img_EVENT_mr-2 cursor-pointer"")",Chrome 132.0.6834.160,,,11-02-2025 10:21:59,11-02-2025 10:21:59,0.003s,PASSED
HighlightElement.run(prev),Chrome 132.0.6834.160,,,11-02-2025 10:21:59,11-02-2025 10:22:01,2.265s,PASSED
"verifyElementPresent(prev, 0)",Chrome 132.0.6834.160,,,11-02-2025 10:22:01,11-02-2025 10:22:02,0.246s,PASSED
"click(findTestObject(""Object Repository/Home/빅배너 이동 클릭 동작 확인/Page_Home  Spotlight/img_EVENT_mr-2 cursor-pointer""))",Chrome 132.0.6834.160,,,11-02-2025 10:22:02,11-02-2025 10:22:02,0.268s,PASSED
delay(11),Chrome 132.0.6834.160,,,11-02-2025 10:22:02,11-02-2025 10:22:13,11.008s,PASSED
"page2 = findTestObject(""Home/빅배너 자동 스와이프 확인/Page_Home  Spotlight/span_2"")",Chrome 132.0.6834.160,,,11-02-2025 10:22:13,11-02-2025 10:22:13,0.006s,PASSED
HighlightElement.run(page2),Chrome 132.0.6834.160,,,11-02-2025 10:22:13,11-02-2025 10:22:15,2.281s,PASSED
